"id";"title";"description";"product_type";"google_product_category";"link";"image_link";"condition";"availability";"price";"sale_price";"gtin";"brand";"mpn";"item_group_id";"gender";"age_group";"color";"material";"pattern";"size";"energy_efficiency_class";"shipping";"is_bundle";"multipack";"custom_label_0";"custom_label_1";"custom_label_2";"custom_label_3";"custom_label_4";"unit_pricing_measure";"unit_pricing_base_measure"
"860043_900-XXS";"Houdini W's Corespun Chore Pants, True Black, XXS";"Lätt, slitstark dambyxa för bouldering och utomhusaktiviteter och som även fungerar perfekt i din vardag för arbete, pendling och resor.";"Pants";"Apparel & Accessories > Clothing > Pants";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=860043_900-XXS&url=https://houdinisportswear.com/sv-se/clothing/pants/ws-corespun-chore-pants-860043?color=860043900";"https://api.houdinisportswear.com/_images/5382619d-25b1-4092-9087-8733fc00bc9a/Ws-Corespun-Chore-Pants_True-Black_860043_900_SET_4178.jpeg";"New";"out_of_stock";"1400 SEK";;"7322710706847";"Houdini";"860043_900-XXS";"860043";"female";"Vuxen";"True Black";;;"XXS";;;;;;;;;;;
"860043_148-S";"Houdini W's Corespun Chore Pants, Sandstorm, S";"Lätt, slitstark dambyxa för bouldering och utomhusaktiviteter och som även fungerar perfekt i din vardag för arbete, pendling och resor.";"Pants";"Apparel & Accessories > Clothing > Pants";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=860043_148-S&url=https://houdinisportswear.com/sv-se/clothing/pants/ws-corespun-chore-pants-860043?color=860043148";"https://api.houdinisportswear.com/_images/a8decc83-e7f0-4f9b-8045-cec58d1661ca/Ws-Corespun-Chore-Pants_Sandstorm_860043_148_P_F_4757_c_low.jpg";"New";"in_stock";"1400 SEK";;"7322710706809";"Houdini";"860043_148-S";"860043";"female";"Vuxen";"Sandstorm";;;"S";;;;;;;;;;;
"810019_B78-S";"Houdini W's Heyday Jacket, More Than Red, S";"Robust vandringsshelljacka designad för ett tufft liv i bergen. Vattentät och andningsbar, 100 % cirkulär, med alla funktioner och riktigt slitstark.";"Jacket";"Apparel & Accessories > Clothing > Outerwear > Coats & Jackets";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=810019_B78-S&url=https://houdinisportswear.com/sv-se/clothing/jackets/womens-heyday-jacket-810019?color=810019B78";"https://api.houdinisportswear.com/_images/0e4e398b-3bd9-4d61-a859-de79f0293e43/houdini-sportswear-heyday-shell-jacket-circular-mountainering_product-card_6.jpg";"New";"in_stock";"8000 SEK";;"7322710653356";"Houdini";"810019_B78-S";"810019";"female";"Vuxen";"More Than Red";;;"S";;;;;;;;;;;
"810019_B78-XS";"Houdini W's Heyday Jacket, More Than Red, XS";"Robust vandringsshelljacka designad för ett tufft liv i bergen. Vattentät och andningsbar, 100 % cirkulär, med alla funktioner och riktigt slitstark.";"Jacket";"Apparel & Accessories > Clothing > Outerwear > Coats & Jackets";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=810019_B78-XS&url=https://houdinisportswear.com/sv-se/clothing/jackets/womens-heyday-jacket-810019?color=810019B78";"https://api.houdinisportswear.com/_images/0e4e398b-3bd9-4d61-a859-de79f0293e43/houdini-sportswear-heyday-shell-jacket-circular-mountainering_product-card_6.jpg";"New";"in_stock";"8000 SEK";;"7322710653349";"Houdini";"810019_B78-XS";"810019";"female";"Vuxen";"More Than Red";;;"XS";;;;;;;;;;;
"810019_B78-M";"Houdini W's Heyday Jacket, More Than Red, M";"Robust vandringsshelljacka designad för ett tufft liv i bergen. Vattentät och andningsbar, 100 % cirkulär, med alla funktioner och riktigt slitstark.";"Jacket";"Apparel & Accessories > Clothing > Outerwear > Coats & Jackets";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=810019_B78-M&url=https://houdinisportswear.com/sv-se/clothing/jackets/womens-heyday-jacket-810019?color=810019B78";"https://api.houdinisportswear.com/_images/0e4e398b-3bd9-4d61-a859-de79f0293e43/houdini-sportswear-heyday-shell-jacket-circular-mountainering_product-card_6.jpg";"New";"in_stock";"8000 SEK";;"7322710653363";"Houdini";"810019_B78-M";"810019";"female";"Vuxen";"More Than Red";;;"M";;;;;;;;;;;
"850033_241-S";"Houdini Moonwalk Headband, Tribe Blue, S";"Lätt och stretchigt pannband med vindtätt material framtill och på sidorna. Perfekt för löpning, längdskidåkning eller andra aktiviteter vintertid.";"Headband";"Apparel & Accessories > Clothing Accessories > Headwear";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=850033_241-S&url=https://houdinisportswear.com/sv-se/clothing/accessories/moonwalk-headband-850033?color=850033241";"https://api.houdinisportswear.com/_images/d466fb34-3619-463e-a90d-e1e9b5f217ab/Moonwalk_headband-blue.jpg";"New";"in_stock";"450 SEK";;"";"Houdini";"850033_241-S";"850033";"unisex";"Vuxen";"Tribe Blue";;;"S";;;;;;;;;;;
"850033_241-L";"Houdini Moonwalk Headband, Tribe Blue, L";"Lätt och stretchigt pannband med vindtätt material framtill och på sidorna. Perfekt för löpning, längdskidåkning eller andra aktiviteter vintertid.";"Headband";"Apparel & Accessories > Clothing Accessories > Headwear";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=850033_241-L&url=https://houdinisportswear.com/sv-se/clothing/accessories/moonwalk-headband-850033?color=850033241";"https://api.houdinisportswear.com/_images/d466fb34-3619-463e-a90d-e1e9b5f217ab/Moonwalk_headband-blue.jpg";"New";"in_stock";"450 SEK";;"";"Houdini";"850033_241-L";"850033";"unisex";"Vuxen";"Tribe Blue";;;"L";;;;;;;;;;;
"850033_D40-S";"Houdini Moonwalk Headband, Sage Green, S";"Lätt och stretchigt pannband med vindtätt material framtill och på sidorna. Perfekt för löpning, längdskidåkning eller andra aktiviteter vintertid.";"Headband";"Apparel & Accessories > Clothing Accessories > Headwear";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=850033_D40-S&url=https://houdinisportswear.com/sv-se/clothing/accessories/moonwalk-headband-850033?color=850033D40";"https://api.houdinisportswear.com/_images/fdd27e98-3468-4e31-8e9a-45dddea4c8d4/Acc-Moonwalk-Headband_Sage-Green_850033_D40_FLAT_c.jpg";"New";"in_stock";"450 SEK";;"";"Houdini";"850033_D40-S";"850033";"unisex";"Vuxen";"Sage Green";;;"S";;;;;;;;;;;
"850033_900-S";"Houdini Moonwalk Headband, True Black, S";"Lätt och stretchigt pannband med vindtätt material framtill och på sidorna. Perfekt för löpning, längdskidåkning eller andra aktiviteter vintertid.";"Headband";"Apparel & Accessories > Clothing > Shorts";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=850033_900-S&url=https://houdinisportswear.com/sv-se/clothing/accessories/moonwalk-headband-850033?color=850033900";"https://api.houdinisportswear.com/_images/4bf60fae-7059-4e53-8b0b-2dd669463801/moonwalk-headband_black.jpg";"New";"in_stock";"450 SEK";;"";"Houdini";"850033_900-S";"850033";"unisex";"Vuxen";"True Black";;;"S";;;;;;;;;;;
"850033_D40-L";"Houdini Moonwalk Headband, Sage Green, L";"Lätt och stretchigt pannband med vindtätt material framtill och på sidorna. Perfekt för löpning, längdskidåkning eller andra aktiviteter vintertid.";"Headband";"Apparel & Accessories > Clothing Accessories > Headwear";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=850033_D40-L&url=https://houdinisportswear.com/sv-se/clothing/accessories/moonwalk-headband-850033?color=850033D40";"https://api.houdinisportswear.com/_images/fdd27e98-3468-4e31-8e9a-45dddea4c8d4/Acc-Moonwalk-Headband_Sage-Green_850033_D40_FLAT_c.jpg";"New";"in_stock";"450 SEK";;"";"Houdini";"850033_D40-L";"850033";"unisex";"Vuxen";"Sage Green";;;"L";;;;;;;;;;;
"850033_900-M";"Houdini Moonwalk Headband, True Black, M";"Lätt och stretchigt pannband med vindtätt material framtill och på sidorna. Perfekt för löpning, längdskidåkning eller andra aktiviteter vintertid.";"Headband";"Apparel & Accessories > Clothing > Shorts";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=850033_900-M&url=https://houdinisportswear.com/sv-se/clothing/accessories/moonwalk-headband-850033?color=850033900";"https://api.houdinisportswear.com/_images/4bf60fae-7059-4e53-8b0b-2dd669463801/moonwalk-headband_black.jpg";"New";"in_stock";"450 SEK";;"";"Houdini";"850033_900-M";"850033";"unisex";"Vuxen";"True Black";;;"M";;;;;;;;;;;
"850033_241-M";"Houdini Moonwalk Headband, Tribe Blue, M";"Lätt och stretchigt pannband med vindtätt material framtill och på sidorna. Perfekt för löpning, längdskidåkning eller andra aktiviteter vintertid.";"Headband";"Apparel & Accessories > Clothing Accessories > Headwear";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=850033_241-M&url=https://houdinisportswear.com/sv-se/clothing/accessories/moonwalk-headband-850033?color=850033241";"https://api.houdinisportswear.com/_images/d466fb34-3619-463e-a90d-e1e9b5f217ab/Moonwalk_headband-blue.jpg";"New";"in_stock";"450 SEK";;"";"Houdini";"850033_241-M";"850033";"unisex";"Vuxen";"Tribe Blue";;;"M";;;;;;;;;;;
"850033_900-L";"Houdini Moonwalk Headband, True Black, L";"Lätt och stretchigt pannband med vindtätt material framtill och på sidorna. Perfekt för löpning, längdskidåkning eller andra aktiviteter vintertid.";"Headband";"Apparel & Accessories > Clothing > Shorts";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=850033_900-L&url=https://houdinisportswear.com/sv-se/clothing/accessories/moonwalk-headband-850033?color=850033900";"https://api.houdinisportswear.com/_images/4bf60fae-7059-4e53-8b0b-2dd669463801/moonwalk-headband_black.jpg";"New";"in_stock";"450 SEK";;"";"Houdini";"850033_900-L";"850033";"unisex";"Vuxen";"True Black";;;"L";;;;;;;;;;;
"850033_D40-M";"Houdini Moonwalk Headband, Sage Green, M";"Lätt och stretchigt pannband med vindtätt material framtill och på sidorna. Perfekt för löpning, längdskidåkning eller andra aktiviteter vintertid.";"Headband";"Apparel & Accessories > Clothing Accessories > Headwear";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=850033_D40-M&url=https://houdinisportswear.com/sv-se/clothing/accessories/moonwalk-headband-850033?color=850033D40";"https://api.houdinisportswear.com/_images/fdd27e98-3468-4e31-8e9a-45dddea4c8d4/Acc-Moonwalk-Headband_Sage-Green_850033_D40_FLAT_c.jpg";"New";"in_stock";"450 SEK";;"";"Houdini";"850033_D40-M";"850033";"unisex";"Vuxen";"Sage Green";;;"M";;;;;;;;;;;
"840052_900-XXL";"Houdini M's Pace Trail Tights, True Black, XXL";"Lätta och packbara herrtights för trailrunning med flera fickor för förvaring. En helcirkulär produkt tillverkad av 100 % återvunnen polyester.";"Tights";"Apparel & Accessories > Clothing > Pants";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=840052_900-XXL&url=https://houdinisportswear.com/sv-se/clothing/pants/ms-pace-trail-tights-840052?color=840052900";"https://api.houdinisportswear.com/_images/2bb219fe-1ae5-4ab4-b372-c8d9c35241ee/Ms-Pace-Trail-Tights_True-Black_840052_900_SET_4380.jpeg";"New";"in_stock";"1500 SEK";;"7322710705307";"Houdini";"840052_900-XXL";"840052";"male";"Vuxen";"True Black";;;"XXL";;;;;;;;;;;
"840052_900-L";"Houdini M's Pace Trail Tights, True Black, L";"Lätta och packbara herrtights för trailrunning med flera fickor för förvaring. En helcirkulär produkt tillverkad av 100 % återvunnen polyester.";"Tights";"Apparel & Accessories > Clothing > Pants";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=840052_900-L&url=https://houdinisportswear.com/sv-se/clothing/pants/ms-pace-trail-tights-840052?color=840052900";"https://api.houdinisportswear.com/_images/2bb219fe-1ae5-4ab4-b372-c8d9c35241ee/Ms-Pace-Trail-Tights_True-Black_840052_900_SET_4380.jpeg";"New";"in_stock";"1500 SEK";;"7322710705284";"Houdini";"840052_900-L";"840052";"male";"Vuxen";"True Black";;;"L";;;;;;;;;;;
"840052_900-XL";"Houdini M's Pace Trail Tights, True Black, XL";"Lätta och packbara herrtights för trailrunning med flera fickor för förvaring. En helcirkulär produkt tillverkad av 100 % återvunnen polyester.";"Tights";"Apparel & Accessories > Clothing > Pants";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=840052_900-XL&url=https://houdinisportswear.com/sv-se/clothing/pants/ms-pace-trail-tights-840052?color=840052900";"https://api.houdinisportswear.com/_images/2bb219fe-1ae5-4ab4-b372-c8d9c35241ee/Ms-Pace-Trail-Tights_True-Black_840052_900_SET_4380.jpeg";"New";"in_stock";"1500 SEK";;"7322710705291";"Houdini";"840052_900-XL";"840052";"male";"Vuxen";"True Black";;;"XL";;;;;;;;;;;
"840052_900-XS";"Houdini M's Pace Trail Tights, True Black, XS";"Lätta och packbara herrtights för trailrunning med flera fickor för förvaring. En helcirkulär produkt tillverkad av 100 % återvunnen polyester.";"Tights";"Apparel & Accessories > Clothing > Pants";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=840052_900-XS&url=https://houdinisportswear.com/sv-se/clothing/pants/ms-pace-trail-tights-840052?color=840052900";"https://api.houdinisportswear.com/_images/2bb219fe-1ae5-4ab4-b372-c8d9c35241ee/Ms-Pace-Trail-Tights_True-Black_840052_900_SET_4380.jpeg";"New";"in_stock";"1500 SEK";;"7322710705253";"Houdini";"840052_900-XS";"840052";"male";"Vuxen";"True Black";;;"XS";;;;;;;;;;;
"840052_900-M";"Houdini M's Pace Trail Tights, True Black, M";"Lätta och packbara herrtights för trailrunning med flera fickor för förvaring. En helcirkulär produkt tillverkad av 100 % återvunnen polyester.";"Tights";"Apparel & Accessories > Clothing > Pants";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=840052_900-M&url=https://houdinisportswear.com/sv-se/clothing/pants/ms-pace-trail-tights-840052?color=840052900";"https://api.houdinisportswear.com/_images/2bb219fe-1ae5-4ab4-b372-c8d9c35241ee/Ms-Pace-Trail-Tights_True-Black_840052_900_SET_4380.jpeg";"New";"out_of_stock";"1500 SEK";;"7322710705277";"Houdini";"840052_900-M";"840052";"male";"Vuxen";"True Black";;;"M";;;;;;;;;;;
"840052_900-S";"Houdini M's Pace Trail Tights, True Black, S";"Lätta och packbara herrtights för trailrunning med flera fickor för förvaring. En helcirkulär produkt tillverkad av 100 % återvunnen polyester.";"Tights";"Apparel & Accessories > Clothing > Pants";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=840052_900-S&url=https://houdinisportswear.com/sv-se/clothing/pants/ms-pace-trail-tights-840052?color=840052900";"https://api.houdinisportswear.com/_images/2bb219fe-1ae5-4ab4-b372-c8d9c35241ee/Ms-Pace-Trail-Tights_True-Black_840052_900_SET_4380.jpeg";"New";"in_stock";"1500 SEK";;"7322710705260";"Houdini";"840052_900-S";"840052";"male";"Vuxen";"True Black";;;"S";;;;;;;;;;;
"328154_146-L";"Houdini Power Wrist Gaiters, Dulcet Pink, L";"Hålla händerna varma och torra i dessa handledsvärmare i Polartec Power Stretch Pro. 4-vägsstretch. Fuktavvisande. Slitstarka.";"Wristbands";"Apparel & Accessories > Clothing Accessories > Wristbands";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=328154_146-L&url=https://houdinisportswear.com/sv-se/clothing/accessories/power-wrist-gaiters-328154?color=328154146";"https://api.houdinisportswear.com/_images/1d2bad6d-88f1-400f-acc9-281e8e2f64b0/Acc-Power-Wrist-Gaiters_Dulcet-Pink_328154_146_P_6384.jpeg";"New";"in_stock";"350 SEK";;"7322710535065";"Houdini";"328154_146-L";"328154";"unisex";"Vuxen";"Dulcet Pink";;;"L";;;;;;;;;;;
"328154_146-M";"Houdini Power Wrist Gaiters, Dulcet Pink, M";"Hålla händerna varma och torra i dessa handledsvärmare i Polartec Power Stretch Pro. 4-vägsstretch. Fuktavvisande. Slitstarka.";"Wristbands";"Apparel & Accessories > Clothing Accessories > Wristbands";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=328154_146-M&url=https://houdinisportswear.com/sv-se/clothing/accessories/power-wrist-gaiters-328154?color=328154146";"https://api.houdinisportswear.com/_images/1d2bad6d-88f1-400f-acc9-281e8e2f64b0/Acc-Power-Wrist-Gaiters_Dulcet-Pink_328154_146_P_6384.jpeg";"New";"out_of_stock";"350 SEK";;"";"Houdini";"328154_146-M";"328154";"unisex";"Vuxen";"Dulcet Pink";;;"M";;;;;;;;;;;
"830006_068-L";"Houdini M's Outright Pants, Cloudy Blue, L";"Fleecebyxor för herr tillverkade i Power Stretch? Pro Light från Polartec®, ett otroligt varmt, skönt, lätt och stretchigt fleecetyg.";"Pants";"Apparel & Accessories > Clothing > Pants";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=830006_068-L&url=https://houdinisportswear.com/sv-se/clothing/pants/mens-outright-pants-830006?color=830006068";"https://api.houdinisportswear.com/_images/498ff5e6-89e5-4599-8de6-d9d15fef25e8/Ms-Outright-Pants_Cloudy-Blue_830006_068_P_F_1860_C_low.jpg";"New";"in_stock";"1400 SEK";;"7322710614685";"Houdini";"830006_068-L";"830006";"male";"Vuxen";"Cloudy Blue";;;"L";;;;;;;;;;;
"830006_068-XXL";"Houdini M's Outright Pants, Cloudy Blue, XXL";"Fleecebyxor för herr tillverkade i Power Stretch? Pro Light från Polartec®, ett otroligt varmt, skönt, lätt och stretchigt fleecetyg.";"Pants";"Apparel & Accessories > Clothing > Pants";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=830006_068-XXL&url=https://houdinisportswear.com/sv-se/clothing/pants/mens-outright-pants-830006?color=830006068";"https://api.houdinisportswear.com/_images/498ff5e6-89e5-4599-8de6-d9d15fef25e8/Ms-Outright-Pants_Cloudy-Blue_830006_068_P_F_1860_C_low.jpg";"New";"in_stock";"1400 SEK";;"7322710614708";"Houdini";"830006_068-XXL";"830006";"male";"Vuxen";"Cloudy Blue";;;"XXL";;;;;;;;;;;
"830006_A87-XXL";"Houdini M's Outright Pants, Cloudy Gray, XXL";"Fleecebyxor för herr tillverkade i Power Stretch? Pro Light från Polartec®, ett otroligt varmt, skönt, lätt och stretchigt fleecetyg.";"Pants";"Apparel & Accessories > Clothing > Pants";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=830006_A87-XXL&url=https://houdinisportswear.com/sv-se/clothing/pants/mens-outright-pants-830006?color=830006A87";"https://api.houdinisportswear.com/_images/bc1acddb-636c-4839-b145-f5c065042659/Ms-Outright-Pants_Cloudy-Gray_830006_A87_P_F_2526_C.jpg";"New";"in_stock";"1400 SEK";;"7322710597261";"Houdini";"830006_A87-XXL";"830006";"male";"Vuxen";"Cloudy Gray";;;"XXL";;;;;;;;;;;
"830006_A87-XL";"Houdini M's Outright Pants, Cloudy Gray, XL";"Fleecebyxor för herr tillverkade i Power Stretch? Pro Light från Polartec®, ett otroligt varmt, skönt, lätt och stretchigt fleecetyg.";"Pants";"Apparel & Accessories > Clothing > Pants";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=830006_A87-XL&url=https://houdinisportswear.com/sv-se/clothing/pants/mens-outright-pants-830006?color=830006A87";"https://api.houdinisportswear.com/_images/bc1acddb-636c-4839-b145-f5c065042659/Ms-Outright-Pants_Cloudy-Gray_830006_A87_P_F_2526_C.jpg";"New";"in_stock";"1400 SEK";;"7322710597254";"Houdini";"830006_A87-XL";"830006";"male";"Vuxen";"Cloudy Gray";;;"XL";;;;;;;;;;;
"830006_068-XL";"Houdini M's Outright Pants, Cloudy Blue, XL";"Fleecebyxor för herr tillverkade i Power Stretch? Pro Light från Polartec®, ett otroligt varmt, skönt, lätt och stretchigt fleecetyg.";"Pants";"Apparel & Accessories > Clothing > Pants";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=830006_068-XL&url=https://houdinisportswear.com/sv-se/clothing/pants/mens-outright-pants-830006?color=830006068";"https://api.houdinisportswear.com/_images/498ff5e6-89e5-4599-8de6-d9d15fef25e8/Ms-Outright-Pants_Cloudy-Blue_830006_068_P_F_1860_C_low.jpg";"New";"in_stock";"1400 SEK";;"7322710614692";"Houdini";"830006_068-XL";"830006";"male";"Vuxen";"Cloudy Blue";;;"XL";;;;;;;;;;;
"830006_A87-M";"Houdini M's Outright Pants, Cloudy Gray, M";"Fleecebyxor för herr tillverkade i Power Stretch? Pro Light från Polartec®, ett otroligt varmt, skönt, lätt och stretchigt fleecetyg.";"Pants";"Apparel & Accessories > Clothing > Pants";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=830006_A87-M&url=https://houdinisportswear.com/sv-se/clothing/pants/mens-outright-pants-830006?color=830006A87";"https://api.houdinisportswear.com/_images/bc1acddb-636c-4839-b145-f5c065042659/Ms-Outright-Pants_Cloudy-Gray_830006_A87_P_F_2526_C.jpg";"New";"in_stock";"1400 SEK";;"7322710597230";"Houdini";"830006_A87-M";"830006";"male";"Vuxen";"Cloudy Gray";;;"M";;;;;;;;;;;
"830006_068-XS";"Houdini M's Outright Pants, Cloudy Blue, XS";"Fleecebyxor för herr tillverkade i Power Stretch? Pro Light från Polartec®, ett otroligt varmt, skönt, lätt och stretchigt fleecetyg.";"Pants";"Apparel & Accessories > Clothing > Pants";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=830006_068-XS&url=https://houdinisportswear.com/sv-se/clothing/pants/mens-outright-pants-830006?color=830006068";"https://api.houdinisportswear.com/_images/498ff5e6-89e5-4599-8de6-d9d15fef25e8/Ms-Outright-Pants_Cloudy-Blue_830006_068_P_F_1860_C_low.jpg";"New";"out_of_stock";"1400 SEK";;"7322710614654";"Houdini";"830006_068-XS";"830006";"male";"Vuxen";"Cloudy Blue";;;"XS";;;;;;;;;;;
"830006_910-XS";"Houdini M's Outright Pants, Rock Black, XS";"Fleecebyxor för herr tillverkade i Power Stretch? Pro Light från Polartec®, ett otroligt varmt, skönt, lätt och stretchigt fleecetyg.";"Pants";"Apparel & Accessories > Clothing > Pants";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=830006_910-XS&url=https://houdinisportswear.com/sv-se/clothing/pants/mens-outright-pants-830006?color=830006910";"https://api.houdinisportswear.com/_images/f056a6b0-167e-4169-b468-35fdba83babe/Ms-Outright-Pants_Rock-Black_830006_910_P_F_1878_C_low.jpg";"New";"in_stock";"1400 SEK";;"7322710614715";"Houdini";"830006_910-XS";"830006";"male";"Vuxen";"Rock Black";;;"XS";;;;;;;;;;;
"830006_910-L";"Houdini M's Outright Pants, Rock Black, L";"Fleecebyxor för herr tillverkade i Power Stretch? Pro Light från Polartec®, ett otroligt varmt, skönt, lätt och stretchigt fleecetyg.";"Pants";"Apparel & Accessories > Clothing > Pants";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=830006_910-L&url=https://houdinisportswear.com/sv-se/clothing/pants/mens-outright-pants-830006?color=830006910";"https://api.houdinisportswear.com/_images/f056a6b0-167e-4169-b468-35fdba83babe/Ms-Outright-Pants_Rock-Black_830006_910_P_F_1878_C_low.jpg";"New";"out_of_stock";"1400 SEK";;"7322710614746";"Houdini";"830006_910-L";"830006";"male";"Vuxen";"Rock Black";;;"L";;;;;;;;;;;
"830006_A87-S";"Houdini M's Outright Pants, Cloudy Gray, S";"Fleecebyxor för herr tillverkade i Power Stretch? Pro Light från Polartec®, ett otroligt varmt, skönt, lätt och stretchigt fleecetyg.";"Pants";"Apparel & Accessories > Clothing > Pants";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=830006_A87-S&url=https://houdinisportswear.com/sv-se/clothing/pants/mens-outright-pants-830006?color=830006A87";"https://api.houdinisportswear.com/_images/bc1acddb-636c-4839-b145-f5c065042659/Ms-Outright-Pants_Cloudy-Gray_830006_A87_P_F_2526_C.jpg";"New";"in_stock";"1400 SEK";;"7322710597223";"Houdini";"830006_A87-S";"830006";"male";"Vuxen";"Cloudy Gray";;;"S";;;;;;;;;;;
"830006_910-S";"Houdini M's Outright Pants, Rock Black, S";"Fleecebyxor för herr tillverkade i Power Stretch? Pro Light från Polartec®, ett otroligt varmt, skönt, lätt och stretchigt fleecetyg.";"Pants";"Apparel & Accessories > Clothing > Pants";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=830006_910-S&url=https://houdinisportswear.com/sv-se/clothing/pants/mens-outright-pants-830006?color=830006910";"https://api.houdinisportswear.com/_images/f056a6b0-167e-4169-b468-35fdba83babe/Ms-Outright-Pants_Rock-Black_830006_910_P_F_1878_C_low.jpg";"New";"in_stock";"1400 SEK";;"7322710614722";"Houdini";"830006_910-S";"830006";"male";"Vuxen";"Rock Black";;;"S";;;;;;;;;;;
"830006_068-M";"Houdini M's Outright Pants, Cloudy Blue, M";"Fleecebyxor för herr tillverkade i Power Stretch? Pro Light från Polartec®, ett otroligt varmt, skönt, lätt och stretchigt fleecetyg.";"Pants";"Apparel & Accessories > Clothing > Pants";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=830006_068-M&url=https://houdinisportswear.com/sv-se/clothing/pants/mens-outright-pants-830006?color=830006068";"https://api.houdinisportswear.com/_images/498ff5e6-89e5-4599-8de6-d9d15fef25e8/Ms-Outright-Pants_Cloudy-Blue_830006_068_P_F_1860_C_low.jpg";"New";"in_stock";"1400 SEK";;"7322710614678";"Houdini";"830006_068-M";"830006";"male";"Vuxen";"Cloudy Blue";;;"M";;;;;;;;;;;
"830006_A87-XS";"Houdini M's Outright Pants, Cloudy Gray, XS";"Fleecebyxor för herr tillverkade i Power Stretch? Pro Light från Polartec®, ett otroligt varmt, skönt, lätt och stretchigt fleecetyg.";"Pants";"Apparel & Accessories > Clothing > Pants";"https://pin.houdinisportswear.com/t/t?a=1652102264&as=1911276839&t=2&tk=1&cupa_sku=830006_A87-XS&url=https://houdinisportswear.com/sv-se/clothing/pants/mens-outright-pants-830006?color=830006A87";"https://api.houdinisportswear.com/_images/bc1acddb-636c-4839-b145-f5c065042659/Ms-Outright-Pants_Cloudy-Gray_830006_A87_P_F_2526_C.jpg";"New";"out_of_stock";"1400 SEK";;"7322710597216";"Houdini";"830006_A87-XS";"830006";"male";"Vuxen";"Cloudy Gray";;;"XS";;;;;;;;;;;
